217 (5375)
214 (1893)
769 (1622)
210 (2009)
763 (1862)
663 (2354)
661 (2693)
765 (1705)
132 (2641)
130 (1711)
494 (5102)
956 (3626)
692 (4993)
27 (2165)
21 (2666)
694 (2847)
758 (2860)
161 (2320)
346 (3470)
541 (3735)
403 (1722)
401 (3667)
343 (1599)
932 (1786)
812 (1518)
814 (1672)
349 (2041)
935 (1742)
918 (3012)
995 (1521)
368 (7828)
674 (2527)
766 (6265)
676 (2717)
998 (2713)
673 (1635)
120 (4973)
967 (1695)
129 (1547)
982 (1640)
283 (4082)
55 (1959)
54 (2595)
57 (2743)
51 (1612)
52 (1983)
534 (1531)
829 (6810)
411 (2047)
413 (2637)
825 (3085)
921 (2425)
373 (2007)
826 (2022)
419 (5057)
290 (1793)
538 (3982)
593 (2601)
594 (1516)
597 (2883)
704 (1794)
598 (3219)
706 (1923)
196 (2096)
893 (1947)
192 (2004)
115 (1775)
392 (2420)
68 (1601)
390 (2685)
274 (2628)
275 (1692)
276 (2479)
69 (2370)
279 (3014)
569 (2835)
85 (1555)
797 (2684)
910 (1695)
795 (3361)
793 (3063)
605 (1652)
798 (3103)
526 (2793)
919 (3710)
521 (1582)
522 (2725)
523 (2244)
914 (4037)
362 (4388)
529 (7057)
427 (1856)
913 (1939)
449 (1890)
580 (1667)
581 (2943)
895 (3385)
440 (1943)
952 (1574)
778 (2514)
296 (2210)
923 (1753)
385 (1676)
242 (2325)
100 (1749)
39 (4258)
38 (2402)
780 (2306)
782 (2767)
381 (2959)
32 (4248)
31 (1666)
970 (2086)
788 (2386)
789 (4309)
35 (1984)
438 (4511)
510 (3281)
516 (1544)
623 (1845)
883 (4902)
579 (2164)
620 (2100)
489 (3420)
450 (2082)
334 (2146)
571 (2902)
387 (2089)
577 (1695)
631 (2793)
332 (1861)
259 (1522)
177 (4629)
887 (1671)
175 (2791)
854 (2847)
975 (1764)
857 (1588)
885 (3043)
853 (1804)
832 (2062)
405 (1525)
183 (3883)
735 (1689)
653 (2634)
6 (2149)
738 (2129)
480 (2309)
658 (1881)
630 (1523)
752 (2578)
151 (2611)
981 (1542)
469 (1502)
638 (2288)
639 (1572)
185 (1529)
460 (4438)
844 (2814)
168 (1538)
984 (1756)
229 (2281)
8 (3090)
227 (1818)
90 (1875)
93 (2777)
548 (2843)
964 (1518)
470 (4137)
966 (3921)
12 (3415)
960 (2732)
841 (1927)
17 (1683)
937 (4681)
862 (3649)
867 (1530)
116 (2193)
722 (5845)
720 (3864)
110 (1801)
740 (1632)
606 (2668)
744 (2177)
886 (3053)
746 (1982)
884 (1645)
888 (3686)
561 (2783)
285 (2600)
239 (2742)
634 (2492)
236 (2618)
280 (2108)
878 (2047)
874 (2237)
45 (1728)
112 (2680)
43 (1721)
871 (2810)
1 (1535)
471 (2894)
675 (2976)
775 (3771)
774 (2046)
145 (4559)
205 (3605)
204 (2174)
140 (2687)
897 (1935)
617 (2614)
614 (3134)
75 (3151)
73 (2179)
72 (2852)
71 (3507)
70 (2411)
487 (3135)
486 (1547)
78 (2471)
509 (3044)
48 (2472)
947 (3690)
944 (2794)
472 (2125)
809 (2163)
354 (5835)
477 (2462)
351 (1641)
350 (3069)
803 (2237)
684 (5408)
687 (1762)
800 (1916)
572 (1589)
805 (1789)
682 (4132)
